episode,timestep,reward
19,2000,-81.3423
39,4000,-77.0088
59,6000,-81.1104
79,8000,-78.2854
99,10000,-79.1554
119,12000,-78.9628
139,14000,-77.446
159,16000,-78.0952
179,18000,-76.497
199,20000,-81.9668
219,22000,-78.4681
239,24000,-76.3677
