episode,timestep,reward
6859,686000,-69.3286
6879,688000,-67.4297
6899,690000,-68.199
6919,692000,-67.3091
6939,694000,-69.9511
6959,696000,-68.6188
6979,698000,-65.5027
6999,700000,-66.2037
7019,702000,-70.5304
7039,704000,-69.1269
7059,706000,-67.753
7079,708000,-66.729
7099,710000,-67.7425
7119,712000,-66.9675
7139,714000,-68.9273
7159,716000,-69.7434
7179,718000,-68.2742
7199,720000,-65.982
7219,722000,-69.4297
7239,724000,-69.2527
7259,726000,-66.9806
7279,728000,-69.2336
7299,730000,-66.5294
7319,732000,-67.0568
7339,734000,-66.474
7359,736000,-68.5157
7379,738000,-68.3409
7399,740000,-68.1799
7419,742000,-69.1295
7439,744000,-68.2017
7459,746000,-68.365
7479,748000,-66.2993
7499,750000,-68.5992
7519,752000,-63.3018
7539,754000,-63.2112
7559,756000,-63.3503
7579,758000,-62.7823
7599,760000,-63.8423
7619,762000,-62.9538
7639,764000,-65.0112
7659,766000,-60.1376
7679,768000,-62.3248
7699,770000,-69.1452
7719,772000,-65.4247
7739,774000,-64.0936
7759,776000,-67.6666
7779,778000,-63.7712
7799,780000,-67.2933
7819,782000,-66.4003
7839,784000,-64.2948
7859,786000,-66.1977
7879,788000,-64.0237
7899,790000,-65.6393
7919,792000,-66.2226
7939,794000,-66.8168
7959,796000,-63.1159
7979,798000,-62.6541
7999,800000,-62.6575
8019,802000,-64.4154
8039,804000,-64.5255
8059,806000,-65.0105
8079,808000,-67.2469
8099,810000,-66.339
8119,812000,-65.0534
8139,814000,-63.9448
8159,816000,-64.7328
8179,818000,-64.778
8199,820000,-62.6232
8219,822000,-64.8204
8239,824000,-65.9842
8259,826000,-65.9883
8279,828000,-63.8332
8299,830000,-63.4335
8319,832000,-61.0768
8339,834000,-65.6771
8359,836000,-61.1424
8379,838000,-65.0267
8399,840000,-63.121
8419,842000,-64.5358
8439,844000,-61.0086
8459,846000,-62.2449
8479,848000,-68.4768
8499,850000,-63.5064
8519,852000,-64.3775
8539,854000,-64.7768
8559,856000,-65.9347
8579,858000,-62.246
8599,860000,-60.1637
8619,862000,-63.7303
8639,864000,-67.1905
8659,866000,-66.1588
8679,868000,-66.2669
8699,870000,-63.5086
8719,872000,-64.1218
8739,874000,-62.0395
8759,876000,-64.1289
8779,878000,-62.1602
8799,880000,-65.451
8819,882000,-64.2467
8839,884000,-64.7131
8859,886000,-64.5257
8879,888000,-63.4949
8899,890000,-63.6894
8919,892000,-63.7676
8939,894000,-65.3783
8959,896000,-65.7974
8979,898000,-64.8447
8999,900000,-63.6743
9019,902000,-61.889
9039,904000,-65.3231
9059,906000,-63.6825
9079,908000,-61.2849
9099,910000,-61.0534
9119,912000,-63.3104
9139,914000,-63.8427
9159,916000,-63.8975
9179,918000,-66.256
9199,920000,-63.1338
9219,922000,-61.6663
9239,924000,-64.8823
9259,926000,-65.57
9279,928000,-63.1253
9299,930000,-63.0417
9319,932000,-67.6011
9339,934000,-65.6103
9359,936000,-64.2894
9379,938000,-63.9464
9399,940000,-63.6761
9419,942000,-62.2028
9439,944000,-65.9866
9459,946000,-62.7198
9479,948000,-63.8475
9499,950000,-64.9797
9519,952000,-64.0003
9539,954000,-65.8537
9559,956000,-61.0138
9579,958000,-64.6894
9599,960000,-63.7917
9619,962000,-60.6215
9639,964000,-63.3775
9659,966000,-61.9953
9679,968000,-63.6702
9699,970000,-62.9732
9719,972000,-63.4705
9739,974000,-65.3485
9759,976000,-63.8629
9779,978000,-62.2778
9799,980000,-62.9706
9819,982000,-63.4751
9839,984000,-63.3309
9859,986000,-65.8062
9879,988000,-64.1639
9899,990000,-66.1303
9919,992000,-65.1418
9939,994000,-62.6009
9959,996000,-62.5782
9979,998000,-66.0363
9999,1000000,-64.4541
10019,1002000,-61.365
10039,1004000,-56.9156
10059,1006000,-58.8211
10079,1008000,-62.3121
10099,1010000,-59.2155
10119,1012000,-60.0171
10139,1014000,-58.5374
10159,1016000,-61.7081
10179,1018000,-59.3135
10199,1020000,-57.1518
10219,1022000,-61.9785
10239,1024000,-58.4349
10259,1026000,-58.4882
10279,1028000,-59.7052
10299,1030000,-58.4785
10319,1032000,-59.1236
10339,1034000,-59.7219
10359,1036000,-57.9221
10379,1038000,-59.3442
10399,1040000,-59.8542
10419,1042000,-59.3823
10439,1044000,-60.6523
10459,1046000,-58.2418
10479,1048000,-60.2126
10499,1050000,-59.4818
10519,1052000,-58.7247
10539,1054000,-60.7946
10559,1056000,-59.2712
10579,1058000,-59.2794
10599,1060000,-59.4609
10619,1062000,-59.7941
10639,1064000,-59.3983
10659,1066000,-55.9936
10679,1068000,-60.4726
10699,1070000,-58.3561
10719,1072000,-59.4956
10739,1074000,-60.1615
10759,1076000,-60.419
10779,1078000,-57.3533
10799,1080000,-58.5416
10819,1082000,-62.1529
10839,1084000,-58.7455
10859,1086000,-61.5063
10879,1088000,-60.7827
10899,1090000,-59.6236
10919,1092000,-60.1609
10939,1094000,-57.9465
10959,1096000,-58.8362
10979,1098000,-57.1695
10999,1100000,-59.7846
11019,1102000,-62.5535
11039,1104000,-56.9754
11059,1106000,-59.2226
11079,1108000,-60.3352
11099,1110000,-61.14
11119,1112000,-60.8128
11139,1114000,-62.2729
11159,1116000,-59.3893
11179,1118000,-60.9967
11199,1120000,-59.1226
11219,1122000,-62.2831
11239,1124000,-60.0465
11259,1126000,-59.4129
11279,1128000,-61.5635
11299,1130000,-63.5873
11319,1132000,-60.559
11339,1134000,-60.7378
11359,1136000,-63.5143
11379,1138000,-58.7562
11399,1140000,-60.889
11419,1142000,-56.6735
11439,1144000,-60.9825
11459,1146000,-61.3918
11479,1148000,-60.3152
11499,1150000,-61.3497
11519,1152000,-60.4724
11539,1154000,-58.315
11559,1156000,-57.5182
11579,1158000,-62.4684
11599,1160000,-58.4016
11619,1162000,-59.805
11639,1164000,-63.3327
11659,1166000,-57.9289
11679,1168000,-61.8806
11699,1170000,-58.6113
11719,1172000,-59.793
11739,1174000,-60.7021
11759,1176000,-57.9689
11779,1178000,-60.9733
11799,1180000,-60.8644
11819,1182000,-59.2327
11839,1184000,-58.2057
11859,1186000,-61.1871
11879,1188000,-60.813
11899,1190000,-61.6536
11919,1192000,-58.2267
11939,1194000,-61.6099
11959,1196000,-62.8314
11979,1198000,-60.3707
11999,1200000,-61.3533
12019,1202000,-58.5898
12039,1204000,-60.0378
12059,1206000,-60.8901
12079,1208000,-59.7782
12099,1210000,-62.4814
12119,1212000,-57.954
12139,1214000,-58.9144
12159,1216000,-62.3176
12179,1218000,-60.7279
12199,1220000,-61.18
12219,1222000,-60.705
12239,1224000,-55.4113
12259,1226000,-58.0668
12279,1228000,-60.1975
12299,1230000,-60.536
12319,1232000,-60.4907
12339,1234000,-58.4058
12359,1236000,-61.94
12379,1238000,-62.6119
12399,1240000,-59.8323
12419,1242000,-57.924
12439,1244000,-57.4035
12459,1246000,-57.6678
12479,1248000,-56.627
12499,1250000,-56.8544
12519,1252000,-55.912
12539,1254000,-56.5749
12559,1256000,-54.6343
12579,1258000,-57.0951
12599,1260000,-55.4199
12619,1262000,-53.8272
12639,1264000,-53.6757
12659,1266000,-56.9
12679,1268000,-54.8846
12699,1270000,-55.5292
12719,1272000,-54.0082
12739,1274000,-55.7985
12759,1276000,-57.1436
12779,1278000,-57.931
12799,1280000,-57.1896
12819,1282000,-57.1527
12839,1284000,-53.1704
12859,1286000,-54.7095
12879,1288000,-54.8463
12899,1290000,-54.2838
12919,1292000,-58.0315
12939,1294000,-55.5913
12959,1296000,-57.1687
12979,1298000,-55.0386
12999,1300000,-55.8358
13019,1302000,-52.8221
13039,1304000,-56.0243
13059,1306000,-56.7775
13079,1308000,-55.2013
13099,1310000,-53.4138
13119,1312000,-53.6117
13139,1314000,-55.0459
13159,1316000,-56.1435
13179,1318000,-54.3884
13199,1320000,-52.502
13219,1322000,-57.4031
13239,1324000,-55.6771
13259,1326000,-55.427
13279,1328000,-54.8073
13299,1330000,-55.3044
13319,1332000,-55.1546
13339,1334000,-55.858
13359,1336000,-58.8652
13379,1338000,-57.883
13399,1340000,-56.0941
13419,1342000,-56.3404
13439,1344000,-54.8325
13459,1346000,-58.0017
13479,1348000,-53.9219
13499,1350000,-57.4994
13519,1352000,-54.6714
13539,1354000,-55.9888
13559,1356000,-55.0193
13579,1358000,-56.2592
13599,1360000,-54.7384
13619,1362000,-55.1556
13639,1364000,-56.7011
13659,1366000,-55.2564
13679,1368000,-54.5311
13699,1370000,-57.1029
13719,1372000,-55.3997
13739,1374000,-56.7932
13759,1376000,-57.2368
13779,1378000,-55.9368
13799,1380000,-53.1218
13819,1382000,-56.7408
13839,1384000,-58.414
13859,1386000,-53.3541
13879,1388000,-55.1137
13899,1390000,-54.7125
13919,1392000,-57.6291
13939,1394000,-54.4403
13959,1396000,-58.4011
13979,1398000,-52.6418
13999,1400000,-54.5734
14019,1402000,-56.2723
14039,1404000,-54.4276
14059,1406000,-56.3319
14079,1408000,-54.9541
14099,1410000,-55.9338
14119,1412000,-57.3802
14139,1414000,-55.6811
14159,1416000,-52.788
14179,1418000,-52.904
14199,1420000,-54.864
14219,1422000,-55.4886
14239,1424000,-54.6099
14259,1426000,-54.4304
14279,1428000,-57.0922
14299,1430000,-56.7956
14319,1432000,-52.4991
14339,1434000,-56.6424
14359,1436000,-55.857
14379,1438000,-56.6118
14399,1440000,-54.2654
14419,1442000,-52.4893
14439,1444000,-56.838
14459,1446000,-55.3801
14479,1448000,-57.8656
14499,1450000,-55.172
14519,1452000,-55.6094
14539,1454000,-54.3044
14559,1456000,-53.2109
14579,1458000,-55.5585
14599,1460000,-56.0918
14619,1462000,-56.4101
14639,1464000,-55.3492
14659,1466000,-54.1087
14679,1468000,-58.3288
14699,1470000,-57.711
14719,1472000,-55.2219
14739,1474000,-54.2847
14759,1476000,-55.1002
14779,1478000,-54.288
14799,1480000,-53.9657
14819,1482000,-56.0641
14839,1484000,-54.4538
14859,1486000,-56.574
14879,1488000,-56.0998
14899,1490000,-55.9158
14919,1492000,-58.6081
14939,1494000,-54.5142
14959,1496000,-56.1371
14979,1498000,-56.2935
14999,1500000,-57.2558
15019,1502000,-52.1034
15039,1504000,-51.9756
15059,1506000,-52.5713
15079,1508000,-52.5103
15099,1510000,-49.0416
15119,1512000,-49.8417
15139,1514000,-55.0437
15159,1516000,-51.9699
15179,1518000,-51.5166
15199,1520000,-53.373
15219,1522000,-52.8588
15239,1524000,-52.9631
15259,1526000,-52.3507
15279,1528000,-51.2309
15299,1530000,-52.1989
15319,1532000,-49.2717
15339,1534000,-52.3658
15359,1536000,-52.9013
15379,1538000,-53.7323
15399,1540000,-50.4398
15419,1542000,-49.9962
15439,1544000,-54.8177
15459,1546000,-50.6225
15479,1548000,-51.7744
15499,1550000,-51.0192
15519,1552000,-51.4564
15539,1554000,-51.6407
15559,1556000,-52.5811
15579,1558000,-51.802
15599,1560000,-51.3637
15619,1562000,-51.9872
15639,1564000,-52.0731
15659,1566000,-51.8567
15679,1568000,-51.9676
15699,1570000,-49.7948
15719,1572000,-49.0585
15739,1574000,-55.0718
15759,1576000,-48.9652
15779,1578000,-52.9776
15799,1580000,-52.9846
15819,1582000,-50.509
15839,1584000,-51.3915
15859,1586000,-51.8766
15879,1588000,-51.9351
15899,1590000,-53.7652
15919,1592000,-51.1225
15939,1594000,-53.1563
15959,1596000,-50.8845
15979,1598000,-51.3553
15999,1600000,-51.4811
16019,1602000,-51.3433
16039,1604000,-50.6898
16059,1606000,-52.3773
16079,1608000,-51.0844
16099,1610000,-52.6979
16119,1612000,-49.9717
16139,1614000,-49.2386
16159,1616000,-53.5992
16179,1618000,-49.9138
16199,1620000,-53.2298
16219,1622000,-50.5375
16239,1624000,-50.6116
16259,1626000,-51.231
16279,1628000,-50.808
16299,1630000,-51.2383
16319,1632000,-49.2557
16339,1634000,-50.5027
16359,1636000,-52.1557
16379,1638000,-51.2914
16399,1640000,-50.3105
16419,1642000,-52.844
16439,1644000,-54.581
16459,1646000,-50.7087
16479,1648000,-50.8613
16499,1650000,-52.6893
16519,1652000,-52.4052
16539,1654000,-50.3077
16559,1656000,-50.7824
16579,1658000,-55.0703
16599,1660000,-50.4829
16619,1662000,-49.3952
16639,1664000,-50.8611
16659,1666000,-47.9459
16679,1668000,-51.4364
16699,1670000,-51.4003
16719,1672000,-49.4036
16739,1674000,-52.7804
16759,1676000,-49.3652
16779,1678000,-51.0368
16799,1680000,-52.8865
16819,1682000,-51.8942
16839,1684000,-50.9025
16859,1686000,-52.2039
16879,1688000,-50.0832
16899,1690000,-52.052
16919,1692000,-50.2172
16939,1694000,-51.9452
16959,1696000,-53.2106
16979,1698000,-51.7967
16999,1700000,-53.0628
17019,1702000,-51.1733
17039,1704000,-49.8491
17059,1706000,-54.7111
17079,1708000,-51.3029
17099,1710000,-52.793
17119,1712000,-54.6349
17139,1714000,-54.0075
17159,1716000,-49.6427
17179,1718000,-52.7531
17199,1720000,-50.6836
17219,1722000,-52.7942
17239,1724000,-50.4271
17259,1726000,-53.3946
17279,1728000,-50.1305
17299,1730000,-53.4491
17319,1732000,-52.843
17339,1734000,-50.8505
17359,1736000,-50.6286
17379,1738000,-50.9197
17399,1740000,-53.8179
17419,1742000,-50.51
17439,1744000,-53.2644
17459,1746000,-50.6225
17479,1748000,-50.3855
17499,1750000,-49.8435
17519,1752000,-45.3676
17539,1754000,-46.2182
17559,1756000,-48.9735
17579,1758000,-49.6769
17599,1760000,-47.03
17619,1762000,-47.5274
17639,1764000,-48.1981
17659,1766000,-46.6243
17679,1768000,-48.6265
17699,1770000,-50.443
17719,1772000,-48.3048
17739,1774000,-46.0157
17759,1776000,-46.5127
17779,1778000,-49.8885
17799,1780000,-47.5382
17819,1782000,-47.769
17839,1784000,-48.248
17859,1786000,-49.7141
17879,1788000,-47.532
17899,1790000,-47.9214
17919,1792000,-48.8506
17939,1794000,-48.5668
17959,1796000,-46.9102
17979,1798000,-46.0159
17999,1800000,-47.5846
18019,1802000,-47.2818
18039,1804000,-46.8869
18059,1806000,-47.6707
18079,1808000,-50.7498
18099,1810000,-45.9065
18119,1812000,-48.0805
18139,1814000,-45.6599
18159,1816000,-50.7947
18179,1818000,-49.9168
18199,1820000,-47.8989
18219,1822000,-49.3189
18239,1824000,-47.7202
18259,1826000,-45.6891
18279,1828000,-49.4181
18299,1830000,-47.6404
18319,1832000,-46.9326
18339,1834000,-48.2926
18359,1836000,-49.4475
18379,1838000,-49.1888
18399,1840000,-51.3404
18419,1842000,-50.133
18439,1844000,-50.7946
18459,1846000,-47.5926
18479,1848000,-48.245
18499,1850000,-49.9717
18519,1852000,-45.6926
18539,1854000,-47.9053
18559,1856000,-48.6025
18579,1858000,-46.6162
18599,1860000,-50.7847
18619,1862000,-49.9736
18639,1864000,-48.7616
18659,1866000,-47.8803
18679,1868000,-46.4118
18699,1870000,-48.5223
18719,1872000,-46.9806
18739,1874000,-47.6284
18759,1876000,-48.9187
18779,1878000,-47.7738
18799,1880000,-45.8175
18819,1882000,-47.717
18839,1884000,-49.5813
18859,1886000,-49.5057
18879,1888000,-49.4937
18899,1890000,-47.7076
18919,1892000,-50.3386
18939,1894000,-46.2064
18959,1896000,-49.2038
18979,1898000,-47.8587
18999,1900000,-48.2641
19019,1902000,-50.0422
19039,1904000,-51.7704
19059,1906000,-47.888
19079,1908000,-48.2553
19099,1910000,-48.1462
19119,1912000,-49.9188
19139,1914000,-47.1047
19159,1916000,-49.4232
19179,1918000,-48.7378
19199,1920000,-50.9542
19219,1922000,-46.4986
19239,1924000,-48.4444
19259,1926000,-48.1724
19279,1928000,-49.166
19299,1930000,-47.1176
19319,1932000,-48.6916
19339,1934000,-50.3319
19359,1936000,-47.0407
19379,1938000,-49.2603
19399,1940000,-48.94
19419,1942000,-46.2656
19439,1944000,-48.6041
19459,1946000,-47.5266
19479,1948000,-48.1241
19499,1950000,-46.0967
19519,1952000,-47.4313
19539,1954000,-50.1701
19559,1956000,-46.8461
19579,1958000,-46.6216
19599,1960000,-47.3143
19619,1962000,-46.8822
19639,1964000,-45.2154
19659,1966000,-48.0335
19679,1968000,-48.3373
19699,1970000,-49.5629
19719,1972000,-48.1099
19739,1974000,-48.2898
19759,1976000,-48.7254
19779,1978000,-47.4798
19799,1980000,-48.9915
19819,1982000,-47.2513
19839,1984000,-46.8859
19859,1986000,-48.4129
19879,1988000,-48.0532
19899,1990000,-49.9697
19919,1992000,-50.4259
19939,1994000,-49.8921
19959,1996000,-48.7311
19979,1998000,-48.3499
19999,2000000,-49.1206
20019,2002000,-46.6963
20039,2004000,-42.8151
20059,2006000,-44.6605
20079,2008000,-45.3573
20099,2010000,-44.4682
20119,2012000,-44.391
20139,2014000,-45.6972
20159,2016000,-45.7659
20179,2018000,-46.893
20199,2020000,-44.9641
20219,2022000,-43.9437
20239,2024000,-46.5354
20259,2026000,-48.0807
20279,2028000,-44.1335
20299,2030000,-46.0857
20319,2032000,-43.6743
20339,2034000,-46.5233
20359,2036000,-43.8908
20379,2038000,-45.2586
20399,2040000,-46.613
20419,2042000,-46.4191
20439,2044000,-44.7984
20459,2046000,-44.8998
20479,2048000,-43.0552
20499,2050000,-44.2393
20519,2052000,-46.0604
20539,2054000,-45.9579
20559,2056000,-44.6782
20579,2058000,-46.1642
20599,2060000,-45.5172
20619,2062000,-45.1656
20639,2064000,-46.5069
20659,2066000,-42.9254
20679,2068000,-44.5554
20699,2070000,-45.3787
20719,2072000,-45.788
20739,2074000,-45.752
20759,2076000,-45.4647
20779,2078000,-45.7129
20799,2080000,-42.0851
20819,2082000,-46.6113
20839,2084000,-45.8589
20859,2086000,-46.4853
20879,2088000,-45.4734
20899,2090000,-44.6428
20919,2092000,-44.302
20939,2094000,-44.1268
20959,2096000,-44.8214
20979,2098000,-46.642
20999,2100000,-46.2092
21019,2102000,-43.6267
21039,2104000,-46.0857
21059,2106000,-45.3722
21079,2108000,-45.2033
21099,2110000,-44.1146
21119,2112000,-43.0527
21139,2114000,-45.6094
21159,2116000,-46.1752
21179,2118000,-45.2499
21199,2120000,-46.2081
21219,2122000,-46.5247
21239,2124000,-46.4011
21259,2126000,-45.627
21279,2128000,-45.484
21299,2130000,-48.586
21319,2132000,-45.3306
21339,2134000,-45.012
21359,2136000,-46.5327
21379,2138000,-44.5554
21399,2140000,-44.4585
21419,2142000,-48.1135
21439,2144000,-43.1285
21459,2146000,-44.8212
21479,2148000,-45.9823
21499,2150000,-44.4966
21519,2152000,-48.3223
21539,2154000,-47.3065
21559,2156000,-45.8744
21579,2158000,-45.5654
21599,2160000,-46.8075
21619,2162000,-47.0293
21639,2164000,-44.8971
21659,2166000,-43.971
21679,2168000,-44.8506
21699,2170000,-44.7966
21719,2172000,-47.0083
21739,2174000,-44.6752
21759,2176000,-45.5962
21779,2178000,-44.8527
21799,2180000,-42.7182
21819,2182000,-44.607
21839,2184000,-46.5408
21859,2186000,-42.9515
21879,2188000,-45.6511
21899,2190000,-42.3998
21919,2192000,-46.5934
21939,2194000,-44.9003
21959,2196000,-44.6766
21979,2198000,-46.7435
21999,2200000,-45.7403
22019,2202000,-48.2557
22039,2204000,-44.1647
22059,2206000,-47.4529
22079,2208000,-46.3009
22099,2210000,-46.9251
22119,2212000,-43.911
22139,2214000,-44.6628
22159,2216000,-43.6057
22179,2218000,-47.0778
22199,2220000,-48.5333
22219,2222000,-43.3139
22239,2224000,-43.2682
22259,2226000,-45.222
22279,2228000,-46.6493
22299,2230000,-45.9571
22319,2232000,-47.915
22339,2234000,-45.5064
22359,2236000,-46.9683
22379,2238000,-45.9932
22399,2240000,-43.754
22419,2242000,-44.6787
22439,2244000,-46.1483
22459,2246000,-47.0319
22479,2248000,-44.3504
22499,2250000,-43.7221
22519,2252000,-44.1841
22539,2254000,-45.8216
