episode,timestep,reward
5699,570000,-71.3115
5719,572000,-72.1241
5739,574000,-70.8187
5759,576000,-74.7603
5779,578000,-72.7442
5799,580000,-71.5466
5819,582000,-68.1113
5839,584000,-69.4073
5859,586000,-70.3152
5879,588000,-70.9089
5899,590000,-68.6283
5919,592000,-70.9713
5939,594000,-70.939
5959,596000,-70.3976
5979,598000,-69.4129
5999,600000,-69.1143
6019,602000,-71.6538
6039,604000,-69.6157
6059,606000,-70.4636
6079,608000,-72.6158
6099,610000,-69.0063
6119,612000,-70.7766
6139,614000,-73.7662
6159,616000,-71.3147
6179,618000,-68.5075
6199,620000,-71.2008
6219,622000,-71.4188
6239,624000,-68.9226
6259,626000,-72.1687
6279,628000,-71.5816
6299,630000,-69.5192
6319,632000,-71.954
6339,634000,-72.2296
6359,636000,-72.883
6379,638000,-68.8522
6399,640000,-73.3617
6419,642000,-70.7643
6439,644000,-70.0605
6459,646000,-73.352
6479,648000,-71.9313
6499,650000,-71.1676
6519,652000,-72.6935
6539,654000,-70.5009
6559,656000,-68.9224
6579,658000,-69.9013
6599,660000,-73.1789
6619,662000,-70.8402
6639,664000,-71.5363
6659,666000,-67.2016
6679,668000,-73.403
6699,670000,-69.6302
6719,672000,-70.9353
6739,674000,-66.3244
6759,676000,-71.6744
6779,678000,-71.7876
6799,680000,-70.6399
6819,682000,-71.8402
6839,684000,-69.979
6859,686000,-69.4322
6879,688000,-71.2066
6899,690000,-67.9718
6919,692000,-73.2289
6939,694000,-69.1394
6959,696000,-70.4891
6979,698000,-68.1076
6999,700000,-71.8983
7019,702000,-74.7873
7039,704000,-71.4262
7059,706000,-71.9988
7079,708000,-72.3573
7099,710000,-72.265
7119,712000,-72.1906
7139,714000,-73.3678
7159,716000,-71.8907
7179,718000,-69.2051
7199,720000,-70.5164
7219,722000,-69.2481
7239,724000,-70.1254
7259,726000,-71.4208
7279,728000,-68.9275
7299,730000,-71.2865
7319,732000,-73.6298
7339,734000,-73.4636
7359,736000,-73.6805
7379,738000,-73.1456
7399,740000,-69.8284
7419,742000,-72.8313
7439,744000,-74.7735
7459,746000,-70.6005
7479,748000,-71.9985
7499,750000,-73.0678
7519,752000,-66.0151
7539,754000,-66.4678
7559,756000,-68.6099
7579,758000,-68.9642
7599,760000,-66.9785
7619,762000,-66.3899
7639,764000,-67.3508
7659,766000,-64.6244
7679,768000,-65.1022
7699,770000,-66.9184
7719,772000,-65.4931
7739,774000,-65.1986
7759,776000,-67.7154
7779,778000,-67.731
7799,780000,-69.6118
7819,782000,-69.1545
7839,784000,-66.7699
7859,786000,-63.0804
7879,788000,-67.6027
7899,790000,-66.6438
7919,792000,-67.6711
7939,794000,-68.3937
7959,796000,-66.8685
7979,798000,-68.7849
7999,800000,-68.2886
8019,802000,-69.7389
8039,804000,-66.8961
8059,806000,-67.183
8079,808000,-68.9642
8099,810000,-70.0584
8119,812000,-68.3947
8139,814000,-63.46
8159,816000,-65.0452
8179,818000,-64.0719
8199,820000,-64.8467
8219,822000,-63.4524
8239,824000,-67.3936
8259,826000,-70.6158
8279,828000,-66.5011
8299,830000,-67.1596
8319,832000,-66.8408
8339,834000,-65.1068
8359,836000,-68.3265
8379,838000,-68.9108
8399,840000,-66.1643
8419,842000,-66.225
8439,844000,-69.3783
8459,846000,-68.8015
8479,848000,-69.0643
8499,850000,-67.6098
8519,852000,-66.7382
8539,854000,-67.0568
8559,856000,-66.2249
8579,858000,-66.1116
8599,860000,-67.6972
8619,862000,-66.7885
8639,864000,-67.4107
8659,866000,-67.4828
8679,868000,-69.2099
8699,870000,-66.6667
8719,872000,-66.4737
8739,874000,-69.0001
8759,876000,-68.3141
8779,878000,-65.9222
8799,880000,-64.5419
8819,882000,-68.0639
8839,884000,-67.3382
8859,886000,-67.9578
8879,888000,-67.2631
8899,890000,-68.5475
8919,892000,-65.452
8939,894000,-65.2233
8959,896000,-67.9761
8979,898000,-66.8418
8999,900000,-67.0844
9019,902000,-68.6408
9039,904000,-67.599
9059,906000,-66.9237
9079,908000,-67.0208
9099,910000,-67.5474
9119,912000,-69.7937
9139,914000,-67.4391
9159,916000,-68.4331
9179,918000,-67.7262
9199,920000,-67.1818
9219,922000,-65.6286
9239,924000,-65.8676
9259,926000,-70.8276
9279,928000,-66.4177
9299,930000,-67.7177
9319,932000,-68.2073
9339,934000,-69.2996
9359,936000,-69.6738
9379,938000,-67.7176
9399,940000,-68.9453
9419,942000,-69.1855
9439,944000,-69.7981
9459,946000,-67.9271
9479,948000,-70.096
9499,950000,-68.2372
9519,952000,-68.2949
9539,954000,-65.3198
9559,956000,-67.7599
9579,958000,-66.9788
9599,960000,-67.3377
9619,962000,-68.3486
9639,964000,-65.843
9659,966000,-68.9837
9679,968000,-66.0081
9699,970000,-67.3559
9719,972000,-65.7903
9739,974000,-66.9667
9759,976000,-67.4055
9779,978000,-67.7157
9799,980000,-67.6408
9819,982000,-69.0678
9839,984000,-67.312
9859,986000,-70.4096
9879,988000,-66.8661
9899,990000,-68.2322
9919,992000,-67.961
9939,994000,-67.0267
9959,996000,-68.3197
9979,998000,-65.8456
9999,1000000,-67.968
