episode,timestep,reward
19,2000,-81.6315
39,4000,-80.7084
59,6000,-80.2213
79,8000,-81.8484
99,10000,-81.1099
119,12000,-79.6685
139,14000,-76.255
159,16000,-80.8636
179,18000,-75.543
199,20000,-78.1648
219,22000,-80.6836
239,24000,-76.8476
