episode,timestep,reward
2919,292000,-66.821
2939,294000,-64.9276
2959,296000,-66.5279
2979,298000,-63.1981
2999,300000,-64.4459
3019,302000,-65.2769
3039,304000,-65.9638
3059,306000,-64.1699
3079,308000,-66.5674
3099,310000,-65.1422
3119,312000,-67.6414
3139,314000,-67.2848
3159,316000,-64.8131
3179,318000,-64.2757
3199,320000,-66.3775
3219,322000,-66.1234
3239,324000,-66.0218
3259,326000,-66.0132
3279,328000,-65.3265
3299,330000,-65.0238
3319,332000,-65.5666
3339,334000,-64.3576
3359,336000,-68.4944
3379,338000,-65.7302
3399,340000,-65.1942
3419,342000,-66.2259
3439,344000,-66.581
3459,346000,-65.5538
3479,348000,-65.9199
3499,350000,-66.0635
3519,352000,-67.0098
3539,354000,-65.029
3559,356000,-68.2335
3579,358000,-65.914
3599,360000,-64.8447
3619,362000,-65.8121
3639,364000,-66.308
3659,366000,-65.4705
3679,368000,-65.3287
3699,370000,-62.9914
3719,372000,-62.7718
3739,374000,-65.9564
3759,376000,-66.0483
3779,378000,-65.3567
3799,380000,-64.2444
3819,382000,-65.5844
3839,384000,-66.7216
3859,386000,-65.2047
3879,388000,-66.3654
3899,390000,-65.2723
3919,392000,-63.7027
3939,394000,-64.7843
3959,396000,-65.0943
3979,398000,-64.8129
3999,400000,-64.5069
4019,402000,-65.7557
4039,404000,-65.5711
4059,406000,-66.7853
4079,408000,-65.2037
4099,410000,-65.9518
4119,412000,-66.2894
4139,414000,-65.9186
4159,416000,-63.041
4179,418000,-65.747
4199,420000,-65.8697
4219,422000,-64.4483
4239,424000,-64.8623
4259,426000,-65.8865
4279,428000,-64.8482
4299,430000,-66.3126
4319,432000,-66.3814
4339,434000,-65.6044
4359,436000,-65.3603
4379,438000,-66.0456
4399,440000,-64.6454
4419,442000,-66.2734
4439,444000,-63.883
4459,446000,-67.3339
4479,448000,-67.1065
4499,450000,-65.1877
4519,452000,-65.5386
4539,454000,-65.9669
4559,456000,-67.0489
4579,458000,-66.6664
4599,460000,-67.6033
4619,462000,-64.852
4639,464000,-65.69
4659,466000,-66.5436
4679,468000,-66.07
4699,470000,-64.7809
4719,472000,-65.1542
4739,474000,-63.8936
4759,476000,-66.9068
4779,478000,-64.6975
4799,480000,-61.1285
4819,482000,-66.4955
4839,484000,-64.9971
4859,486000,-64.9277
4879,488000,-66.5333
4899,490000,-65.2423
4919,492000,-64.8184
4939,494000,-65.6697
4959,496000,-63.993
4979,498000,-66.397
4999,500000,-65.8867
5019,502000,-62.9405
5039,504000,-59.5608
5059,506000,-59.5529
5079,508000,-58.7598
5099,510000,-61.7824
5119,512000,-60.5641
5139,514000,-57.3629
5159,516000,-61.0155
5179,518000,-61.0849
5199,520000,-61.134
5219,522000,-61.3233
5239,524000,-59.1876
5259,526000,-58.8742
5279,528000,-59.507
5299,530000,-59.9828
5319,532000,-61.7479
5339,534000,-59.2768
5359,536000,-59.721
5379,538000,-63.5274
5399,540000,-61.2541
5419,542000,-59.2578
5439,544000,-60.7162
5459,546000,-59.4669
5479,548000,-62.6474
5499,550000,-63.8528
5519,552000,-61.0696
5539,554000,-59.8004
5559,556000,-59.686
5579,558000,-61.3418
5599,560000,-57.0899
5619,562000,-61.6145
5639,564000,-61.3266
5659,566000,-59.9001
5679,568000,-61.5673
5699,570000,-60.7923
5719,572000,-59.8496
5739,574000,-61.9903
5759,576000,-58.7282
5779,578000,-60.2779
5799,580000,-58.0903
5819,582000,-60.2221
5839,584000,-60.3711
5859,586000,-61.6043
5879,588000,-60.5835
5899,590000,-60.5234
5919,592000,-61.8015
5939,594000,-59.3895
5959,596000,-59.2007
5979,598000,-61.6078
5999,600000,-59.623
6019,602000,-58.3664
6039,604000,-60.2795
6059,606000,-60.5195
6079,608000,-62.0481
6099,610000,-60.6025
6119,612000,-60.4575
6139,614000,-59.5811
6159,616000,-59.5949
6179,618000,-61.5139
6199,620000,-61.9004
6219,622000,-58.7329
6239,624000,-61.9121
6259,626000,-61.2923
6279,628000,-59.8155
6299,630000,-61.004
6319,632000,-59.907
6339,634000,-61.4224
6359,636000,-60.5746
6379,638000,-60.971
6399,640000,-60.0532
6419,642000,-59.8083
6439,644000,-59.4259
6459,646000,-62.3425
6479,648000,-60.7424
6499,650000,-61.4382
6519,652000,-62.8703
6539,654000,-59.8212
6559,656000,-60.2001
6579,658000,-60.9083
6599,660000,-59.9618
6619,662000,-61.4425
6639,664000,-59.1742
6659,666000,-61.0407
6679,668000,-60.2899
6699,670000,-60.2464
6719,672000,-58.6862
6739,674000,-60.7704
6759,676000,-59.9981
6779,678000,-58.8611
6799,680000,-61.1896
6819,682000,-62.1588
6839,684000,-58.3758
6859,686000,-58.2624
6879,688000,-60.0051
6899,690000,-60.3271
6919,692000,-60.2377
6939,694000,-60.9232
6959,696000,-60.089
6979,698000,-60.8938
6999,700000,-61.6971
7019,702000,-64.0102
7039,704000,-60.178
7059,706000,-62.4447
7079,708000,-62.2862
7099,710000,-61.5298
7119,712000,-61.9104
7139,714000,-60.0464
7159,716000,-58.7835
7179,718000,-60.9585
7199,720000,-61.6394
7219,722000,-61.6881
7239,724000,-59.8229
7259,726000,-61.2937
7279,728000,-63.4644
7299,730000,-59.791
7319,732000,-59.7632
7339,734000,-61.4181
7359,736000,-60.3994
7379,738000,-61.1553
7399,740000,-61.4891
7419,742000,-61.0753
7439,744000,-61.1035
7459,746000,-60.3675
7479,748000,-60.6091
7499,750000,-65.1544
7519,752000,-56.6517
7539,754000,-57.0354
7559,756000,-55.3812
7579,758000,-56.2674
7599,760000,-55.843
7619,762000,-55.1387
7639,764000,-57.5111
7659,766000,-55.4337
7679,768000,-56.1307
7699,770000,-56.1396
7719,772000,-56.6935
7739,774000,-55.7331
7759,776000,-55.8635
7779,778000,-56.2461
7799,780000,-56.8508
7819,782000,-57.0144
7839,784000,-56.0104
7859,786000,-56.6399
7879,788000,-56.3439
7899,790000,-55.5037
7919,792000,-56.4161
7939,794000,-56.9659
7959,796000,-57.882
7979,798000,-58.9029
7999,800000,-54.9401
8019,802000,-54.9714
8039,804000,-58.317
8059,806000,-58.2237
8079,808000,-57.6012
8099,810000,-56.6419
8119,812000,-57.9377
8139,814000,-57.7196
8159,816000,-56.2235
8179,818000,-57.484
8199,820000,-56.2477
8219,822000,-56.7057
8239,824000,-57.0141
8259,826000,-55.3841
8279,828000,-56.9588
8299,830000,-56.8161
8319,832000,-56.7521
8339,834000,-55.654
8359,836000,-55.3488
8379,838000,-56.329
8399,840000,-56.5631
8419,842000,-55.2441
8439,844000,-56.6692
8459,846000,-57.5418
8479,848000,-58.0394
8499,850000,-55.9494
8519,852000,-58.3443
8539,854000,-57.8565
8559,856000,-56.0744
8579,858000,-58.0186
8599,860000,-56.5007
8619,862000,-56.1878
8639,864000,-55.9977
8659,866000,-55.7323
8679,868000,-57.5239
8699,870000,-58.1583
8719,872000,-56.9159
8739,874000,-53.7068
8759,876000,-56.9583
8779,878000,-57.4738
8799,880000,-56.952
8819,882000,-57.8513
8839,884000,-57.2981
8859,886000,-56.6735
8879,888000,-57.3937
8899,890000,-57.4553
8919,892000,-57.0667
8939,894000,-58.0084
8959,896000,-56.8626
8979,898000,-56.2234
8999,900000,-55.4036
9019,902000,-55.6484
9039,904000,-57.9358
9059,906000,-57.4709
9079,908000,-57.1611
9099,910000,-56.6267
9119,912000,-58.7691
9139,914000,-56.6422
9159,916000,-58.4323
9179,918000,-57.9436
9199,920000,-57.2194
9219,922000,-56.9218
9239,924000,-57.3991
9259,926000,-59.0772
9279,928000,-59.133
9299,930000,-56.8204
9319,932000,-58.4087
9339,934000,-57.1148
9359,936000,-58.3152
9379,938000,-56.7276
9399,940000,-57.5305
9419,942000,-53.6802
9439,944000,-56.0723
9459,946000,-56.9519
9479,948000,-57.4933
9499,950000,-59.6957
9519,952000,-57.8604
9539,954000,-57.6626
9559,956000,-58.35
9579,958000,-57.0101
9599,960000,-60.3934
9619,962000,-56.5886
9639,964000,-58.1003
9659,966000,-54.9911
9679,968000,-59.338
9699,970000,-58.1699
9719,972000,-58.8479
9739,974000,-55.0318
9759,976000,-55.8829
9779,978000,-56.4216
9799,980000,-58.6928
9819,982000,-58.7076
9839,984000,-58.2231
9859,986000,-60.4197
9879,988000,-55.4837
9899,990000,-58.3264
9919,992000,-55.5814
9939,994000,-59.3133
9959,996000,-58.358
9979,998000,-59.5771
9999,1000000,-56.823
10019,1002000,-53.8414
10039,1004000,-51.7532
10059,1006000,-52.5184
10079,1008000,-53.0216
10099,1010000,-51.7433
10119,1012000,-52.7597
10139,1014000,-54.4771
10159,1016000,-52.3263
10179,1018000,-53.5004
10199,1020000,-51.9038
10219,1022000,-53.6004
10239,1024000,-52.2433
10259,1026000,-49.5726
10279,1028000,-53.2982
10299,1030000,-53.1041
10319,1032000,-53.3518
10339,1034000,-52.8874
10359,1036000,-50.6745
10379,1038000,-55.0571
10399,1040000,-52.2649
10419,1042000,-54.4366
10439,1044000,-51.5323
10459,1046000,-53.1889
10479,1048000,-54.6952
10499,1050000,-55.4062
10519,1052000,-53.6706
10539,1054000,-53.5826
10559,1056000,-52.9521
10579,1058000,-52.0784
10599,1060000,-54.7608
10619,1062000,-53.6636
10639,1064000,-52.7859
10659,1066000,-55.2194
10679,1068000,-53.8975
10699,1070000,-53.7285
10719,1072000,-54.6065
10739,1074000,-52.7467
10759,1076000,-50.7497
10779,1078000,-56.7031
10799,1080000,-51.4578
10819,1082000,-53.4095
10839,1084000,-50.547
10859,1086000,-52.1831
10879,1088000,-51.5119
10899,1090000,-50.9215
10919,1092000,-51.9189
10939,1094000,-54.2795
10959,1096000,-56.3271
10979,1098000,-53.7833
10999,1100000,-50.2657
11019,1102000,-51.7121
11039,1104000,-52.3787
11059,1106000,-52.387
11079,1108000,-52.4623
11099,1110000,-53.0732
11119,1112000,-52.0364
11139,1114000,-51.903
11159,1116000,-52.404
11179,1118000,-52.0411
11199,1120000,-55.3007
11219,1122000,-53.7048
11239,1124000,-52.5894
11259,1126000,-51.0253
11279,1128000,-52.5936
11299,1130000,-51.9316
11319,1132000,-51.8989
11339,1134000,-55.2088
11359,1136000,-52.9276
