episode,timestep,reward
19,2000,-81.1521
39,4000,-82.957
59,6000,-81.7784
79,8000,-82.762
99,10000,-81.6138
119,12000,-82.3218
139,14000,-83.378
159,16000,-81.324
179,18000,-80.7455
199,20000,-81.9443
219,22000,-79.1607
239,24000,-82.8599
259,26000,-80.5646
